   5.1768667e+00   3.6876775e+00
   5.1663730e+00   3.6927138e+00
   5.1553098e+00   3.6963146e+00
   5.1438786e+00   3.6984177e+00
   5.1322941e+00   3.6989930e+00
   5.1206984e+00   3.6980347e+00
   5.1093713e+00   3.6955635e+00
   5.0984033e+00   3.6915668e+00
   5.0881758e+00   3.6861487e+00
   5.0787872e+00   3.6794003e+00
   5.0702908e+00   3.6715538e+00
   5.0625300e+00   3.6629122e+00
   5.0539736e+00   3.6520944e+00
   5.0363468e+00   3.6278540e+00
   5.0109594e+00   3.5924009e+00
   4.9852645e+00   3.5569098e+00
   4.9591909e+00   3.5210727e+00
   4.9337294e+00   3.4858870e+00
   4.9080441e+00   3.4501324e+00
   4.8086529e+00   3.3104867e+00
   4.7092479e+00   3.1699153e+00
   4.6023975e+00   3.0179686e+00
   4.5098718e+00   2.8858041e+00
   4.4103318e+00   2.7433577e+00
   4.3106349e+00   2.6008991e+00
   4.2112044e+00   2.4594581e+00
   4.1116191e+00   2.3187646e+00
   4.0121366e+00   2.1795496e+00
   3.9126785e+00   2.0421378e+00
   3.8119953e+00   1.9051168e+00
   3.7136097e+00   1.7731419e+00
   3.6142653e+00   1.6415269e+00
   3.5150157e+00   1.5117631e+00
   3.4135530e+00   1.3815379e+00
   3.3142929e+00   1.2572152e+00
   3.2162580e+00   1.1375651e+00
   3.1162835e+00   1.0184543e+00
   3.0162055e+00   9.0195803e-01
   2.9166247e+00   7.8903958e-01
   2.8172774e+00   6.7996720e-01
   2.7176265e+00   5.7472547e-01
   2.6180117e+00   4.7405005e-01
   2.5184441e+00   3.7809774e-01
   2.4189141e+00   2.8684440e-01
   2.3194313e+00   2.0021056e-01
   2.2201603e+00   1.1828982e-01
   2.1231741e+00   4.2686547e-02
   2.0213068e+00  -3.1944730e-02
   1.9249125e+00  -9.8141074e-02
   1.8219701e+00  -1.6432420e-01
   1.7220325e+00  -2.2439457e-01
   1.6221680e+00  -2.8055958e-01
   1.5225629e+00  -3.3299988e-01
   1.4237860e+00  -3.8171688e-01
   1.3237500e+00  -4.2775352e-01
   1.2241062e+00  -4.6998168e-01
   1.1244233e+00  -5.0803664e-01
   1.0249271e+00  -5.4133457e-01
   9.2624650e-01  -5.6946958e-01
   8.2576067e-01  -5.9304714e-01
   7.2619898e-01  -6.1145984e-01
   6.2663465e-01  -6.2539072e-01
   5.3163843e-01  -6.3556594e-01
   4.3638071e-01  -6.4469335e-01
   3.4156138e-01  -6.5565654e-01
   2.4662538e-01  -6.7233385e-01
   2.3180524e-01  -6.7592729e-01
