   2.1740060e-01  -6.7982744e-01
   2.0300769e-01  -6.8421154e-01
   1.8905374e-01  -6.8899764e-01
   1.7531359e-01  -6.9427640e-01
   1.6207885e-01  -6.9994139e-01
   1.4880486e-01  -7.0626117e-01
   1.3600463e-01  -7.1303754e-01
   1.2359052e-01  -7.2032704e-01
   1.1147925e-01  -7.2819570e-01
   9.9723834e-02  -7.3663248e-01
   8.8360063e-02  -7.4564860e-01
   7.7392053e-02  -7.5531041e-01
   6.6849863e-02  -7.6569536e-01
   5.6780635e-02  -7.7688385e-01
   4.7289617e-02  -7.8889451e-01
   3.8397996e-02  -8.0185086e-01
   1.8638926e-02  -8.4044598e-01
   6.6798847e-03  -8.7921221e-01
   7.9097201e-04  -9.1832473e-01
   0.0000000e+00  -9.5721788e-01
   6.3429672e-04  -9.6929999e-01
   1.6410717e-03  -9.8119516e-01
   3.0206308e-03  -9.9304942e-01
   4.7748560e-03  -1.0049466e+00
   6.8728182e-03  -1.0168651e+00
   9.2572438e-03  -1.0287362e+00
   1.1907522e-02  -1.0406223e+00
   1.4822983e-02  -1.0525280e+00
   1.8015561e-02  -1.0644280e+00
   2.1493137e-02  -1.0763190e+00
   2.5244135e-02  -1.0882338e+00
   3.3442953e-02  -1.1121979e+00
   5.0948764e-02  -1.1580996e+00
   7.6739023e-02  -1.2166114e+00
   1.0242047e-01  -1.2665570e+00
   1.2788829e-01  -1.3098869e+00
   1.5306423e-01  -1.3483055e+00
   1.8125213e-01  -1.3876190e+00
   2.1916050e-01  -1.4359463e+00
   2.5629702e-01  -1.4791127e+00
   2.9313684e-01  -1.5182989e+00
   3.3007889e-01  -1.5543548e+00
   3.7974078e-01  -1.5984530e+00
   4.2873218e-01  -1.6378099e+00
   4.7859134e-01  -1.6741989e+00
   5.5247655e-01  -1.7220206e+00
   6.2665655e-01  -1.7632760e+00
   7.3578214e-01  -1.8126895e+00
   8.2583880e-01  -1.8442019e+00
   9.2517086e-01  -1.8701402e+00
   1.0249562e+00  -1.8876731e+00
   1.1246417e+00  -1.8972689e+00
   1.2244615e+00  -1.8993334e+00
   1.3240762e+00  -1.8941029e+00
   1.4231725e+00  -1.8818341e+00
   1.5227337e+00  -1.8625304e+00
   1.6227452e+00  -1.8361713e+00
   1.7219364e+00  -1.8031484e+00
   1.8214374e+00  -1.7631034e+00
   1.9209708e+00  -1.7160311e+00
   2.0206604e+00  -1.6617407e+00
   2.1201332e+00  -1.6003200e+00
   2.2197576e+00  -1.5314369e+00
   2.3193233e+00  -1.4551406e+00
   2.4189251e+00  -1.3713170e+00
   2.5185207e+00  -1.2800101e+00
   2.6181178e+00  -1.1812838e+00
   2.7176643e+00  -1.0753103e+00
   2.8172665e+00  -9.6211413e-01
   2.9167747e+00  -8.4201215e-01
   3.0163169e+00  -7.1499393e-01
   3.1159768e+00  -5.8107433e-01
   3.2155068e+00  -4.4073347e-01
   3.3150245e+00  -2.9397683e-01
   3.4146896e+00  -1.4070674e-01
   3.5142060e+00   1.8508266e-02
   3.6137543e+00   1.8388610e-01
   3.7133368e+00   3.5540374e-01
   3.8129259e+00   5.3297763e-01
   3.9125323e+00   7.1659280e-01
   4.0121966e+00   9.0635263e-01
   4.1112900e+00   1.1010850e+00
   4.2112667e+00   1.3036693e+00
   4.3106652e+00   1.5109363e+00
   4.4101600e+00   1.7237959e+00
   4.5098617e+00   1.9420025e+00
   4.6093113e+00   2.1641184e+00
   4.7090527e+00   2.3909622e+00
   4.8087474e+00   2.6212808e+00
   4.9081002e+00   2.8536811e+00
   4.9591654e+00   2.9739272e+00
   5.0104049e+00   3.0949193e+00
   5.0613160e+00   3.2153833e+00
   5.1122111e+00   3.3360181e+00
   5.1632775e+00   3.4567386e+00
   5.1943546e+00   3.5291407e+00
   5.2032799e+00   3.5494297e+00
   5.2098337e+00   3.5647479e+00
   5.2146006e+00   3.5770226e+00
   5.2180866e+00   3.5880960e+00
   5.2204495e+00   3.5993829e+00
   5.2213843e+00   3.6109065e+00
   5.2207299e+00   3.6225304e+00
   5.2184568e+00   3.6340694e+00
   5.2147741e+00   3.6448826e+00
   5.2096077e+00   3.6553206e+00
   5.2031128e+00   3.6649769e+00
   5.1954377e+00   3.6736479e+00
   5.1866446e+00   3.6812630e+00
   5.1768667e+00   3.6876775e+00
